SOV_A3,SOVEREIGNTY,ADMIN,RISK_TYPE,RISK_MEDIAN,RISK_MEAN,RISK_STD,RISK_MAX,RISK_MIN
PLW,Palau,Palau,Pressures on Biodiversity,2.0,2.0,0.0,2,2
PAK,Pakistan,Pakistan,Pressures on Biodiversity,5.0,5.573459134909937,1.663702388781559,9,2
OMN,Oman,Oman,Pressures on Biodiversity,3.0,3.0820166041778254,0.7384410856685579,8,2
NOR,Norway,Norway,Pressures on Biodiversity,3.0,3.522552430589246,0.9856760546821312,10,3
PRK,North Korea,North Korea,Pressures on Biodiversity,5.0,4.851927669737291,1.0344465133543688,8,3
NGA,Nigeria,Nigeria,Pressures on Biodiversity,6.0,5.9901599328739605,1.2276861571533135,10,2
NER,Niger,Niger,Pressures on Biodiversity,2.0,2.6795697351090295,1.3578246140695,7,1
NIC,Nicaragua,Nicaragua,Pressures on Biodiversity,4.0,4.250043929010719,0.7778324243986765,8,3
NZ1,New Zealand,New Zealand,Pressures on Biodiversity,7.0,7.124876457797984,1.5829729560788572,10,3
NL1,Netherlands,Netherlands,Pressures on Biodiversity,6.0,5.99685306221254,1.2218219873313791,10,2
NL1,Netherlands,Aruba,Pressures on Biodiversity,2.0,2.3333333333333335,0.7453559924999298,4,2
NL1,Netherlands,Curaçao,Pressures on Biodiversity,2.0,3.3,1.452583904633395,5,2
NPL,Nepal,Nepal,Pressures on Biodiversity,4.0,4.210261569416499,1.2693394612947126,8,3
NRU,Nauru,Nauru,Pressures on Biodiversity,1.0,1.0,0.0,1,1
NAM,Namibia,Namibia,Pressures on Biodiversity,3.0,3.105645999307239,0.41326451526398805,6,1
MOZ,Mozambique,Mozambique,Pressures on Biodiversity,4.0,4.582682986938306,1.5806069639763363,10,1
MAR,Morocco,Morocco,Pressures on Biodiversity,4.0,3.7410352449957016,1.2416815475650897,10,1
SAH,Western Sahara,Western Sahara,Pressures on Biodiversity,2.0,2.2943609841062487,0.5225221349917704,6,2
MNE,Montenegro,Montenegro,Pressures on Biodiversity,5.0,5.2549388523047975,0.8195124924792989,6,4
MNG,Mongolia,Mongolia,Pressures on Biodiversity,1.0,1.7966806164569438,1.1373837851521555,6,1
MDA,Moldova,Moldova,Pressures on Biodiversity,5.0,4.764041209704221,1.3044991117280105,6,3
MCO,Monaco,Monaco,Pressures on Biodiversity,7.0,7.0,0.0,7,7
MEX,Mexico,Mexico,Pressures on Biodiversity,6.0,5.718789738207214,1.462536892558821,9,3
MUS,Mauritius,Mauritius,Pressures on Biodiversity,7.0,7.0,0.0,7,7
MRT,Mauritania,Mauritania,Pressures on Biodiversity,2.0,2.482265065105481,0.8914901093755712,8,1
MLT,Malta,Malta,Pressures on Biodiversity,6.0,6.266666666666667,0.4422166387140533,7,6
MLI,Mali,Mali,Pressures on Biodiversity,2.0,3.26175305665576,1.4873518381992437,8,2
MDV,Maldives,Maldives,Pressures on Biodiversity,3.0,3.0,0.0,3,3
MYS,Malaysia,Malaysia,Pressures on Biodiversity,7.0,6.484158631189734,0.6948134991922827,9,3
MWI,Malawi,Malawi,Pressures on Biodiversity,5.0,5.234994337485844,1.4219622373139684,10,2
MDG,Madagascar,Madagascar,Pressures on Biodiversity,5.0,4.985287307185351,1.5387241809185457,8,2
MKD,North Macedonia,North Macedonia,Pressures on Biodiversity,5.0,5.673512374934176,1.2245465727465292,8,3
LUX,Luxembourg,Luxembourg,Pressures on Biodiversity,7.0,7.053639846743295,0.2253056004289526,8,7
LTU,Lithuania,Lithuania,Pressures on Biodiversity,7.0,7.288620318296039,0.8412205438425688,10,6
LIE,Liechtenstein,Liechtenstein,Pressures on Biodiversity,5.0,5.0,0.0,5,5
LBY,Libya,Libya,Pressures on Biodiversity,2.0,2.3905500098776336,0.827605778441458,10,1
LBR,Liberia,Liberia,Pressures on Biodiversity,5.0,5.392707563439271,0.6532319905482923,7,1
LSO,Lesotho,Lesotho,Pressures on Biodiversity,4.0,3.9170673076923075,1.1885256927777168,7,3
LBN,Lebanon,Lebanon,Pressures on Biodiversity,7.0,7.090311986863711,1.1141962286767668,9,5
LVA,Latvia,Latvia,Pressures on Biodiversity,6.0,6.6909918915916915,1.2692739076447608,10,3
LAO,Laos,Laos,Pressures on Biodiversity,7.0,7.20506091846298,1.081033848183647,10,4
KGZ,Kyrgyzstan,Kyrgyzstan,Pressures on Biodiversity,5.0,4.061729227036862,1.9559722948716394,8,1
KWT,Kuwait,Kuwait,Pressures on Biodiversity,4.0,3.491173416407061,0.9197695849207201,7,2
KIR,Kiribati,Kiribati,Pressures on Biodiversity,2.0,1.6341463414634145,0.48166872336906086,2,1
KEN,Kenya,Kenya,Pressures on Biodiversity,4.0,4.020512202954399,1.29392195837794,8,1
JOR,Jordan,Jordan,Pressures on Biodiversity,4.0,4.300078554595443,0.850520838599975,7,3
JPN,Japan,Japan,Pressures on Biodiversity,6.0,5.910187344214843,0.7387590924396233,10,2
JAM,Jamaica,Jamaica,Pressures on Biodiversity,5.0,5.094674556213017,0.31232291645909227,7,5
ITA,Italy,Italy,Pressures on Biodiversity,8.0,7.756778649386084,0.48832822196567977,10,4
IS1,Israel,Palestine,Pressures on Biodiversity,6.0,5.5162162162162165,1.1813902743283333,7,2
IRL,Ireland,Ireland,Pressures on Biodiversity,4.0,4.158852867830424,0.7882887686887989,9,3
IRQ,Iraq,Iraq,Pressures on Biodiversity,5.0,4.9685944082726925,1.2205982581524566,7,3
IRN,Iran,Iran,Pressures on Biodiversity,4.0,4.606676855577389,0.9118606748555768,10,1
IDN,Indonesia,Indonesia,Pressures on Biodiversity,7.0,6.876363128562542,1.7835014681108718,9,3
IND,India,India,Pressures on Biodiversity,7.0,7.1697376193289,1.113748530224754,10,1
ISL,Iceland,Iceland,Pressures on Biodiversity,1.0,1.486325902827525,1.031473704591834,8,1
HUN,Hungary,Hungary,Pressures on Biodiversity,7.0,6.288764978051963,1.1435752664399623,8,4
HND,Honduras,Honduras,Pressures on Biodiversity,5.0,4.698627450980392,0.8326417199229497,8,3
HTI,Haiti,Haiti,Pressures on Biodiversity,4.0,4.359076433121019,0.5692886727171836,8,4
GUY,Guyana,Guyana,Pressures on Biodiversity,3.0,3.22707472355635,0.5243279633362808,7,3
GNB,Guinea-Bissau,Guinea-Bissau,Pressures on Biodiversity,5.0,5.3900355871886125,0.5895051898332309,7,3
GIN,Guinea,Guinea,Pressures on Biodiversity,6.0,5.649145984712654,0.5954694138993646,7,2
GTM,Guatemala,Guatemala,Pressures on Biodiversity,6.0,5.827502034174126,1.0141113507744905,9,4
GRD,Grenada,Grenada,Pressures on Biodiversity,4.0,4.3076923076923075,0.46153846153846156,5,4
GRC,Greece,Greece,Pressures on Biodiversity,6.0,5.711398277004639,1.213232564588464,10,3
GHA,Ghana,Ghana,Pressures on Biodiversity,7.0,6.373145979703357,1.11808154448873,9,3
DEU,Germany,Germany,Pressures on Biodiversity,6.0,6.295627175862433,0.9153615546086731,10,4
GEO,Georgia,Georgia,Pressures on Biodiversity,5.0,4.382269369198712,1.643587274010325,10,2
GMB,Gambia,Gambia,Pressures on Biodiversity,3.0,3.381898454746137,0.8231361544491951,7,2
GAB,Gabon,Gabon,Pressures on Biodiversity,3.0,3.4826007326007327,0.8053560482141223,7,3
FR1,France,France,Pressures on Biodiversity,7.0,6.808689826777682,1.5069104532611184,10,1
FI1,Finland,Aland,Pressures on Biodiversity,5.0,5.4375,0.6702378309227255,8,5
FI1,Finland,Finland,Pressures on Biodiversity,5.0,4.943674830310007,1.0005305870376215,10,2
FJI,Fiji,Fiji,Pressures on Biodiversity,4.0,5.346698113207547,2.23186368594454,9,1
ETH,Ethiopia,Ethiopia,Pressures on Biodiversity,3.0,3.727388666049573,0.9771226810119173,8,1
EST,Estonia,Estonia,Pressures on Biodiversity,6.0,5.799175081780685,0.6556468082980732,10,3
ERI,Eritrea,Eritrea,Pressures on Biodiversity,2.0,2.2675273444504214,1.2067030231734361,7,1
GNQ,Equatorial Guinea,Equatorial Guinea,Pressures on Biodiversity,5.0,4.646684831970935,1.0897759519574444,7,1
SLV,El Salvador,El Salvador,Pressures on Biodiversity,5.0,4.225913621262459,0.8626067406384965,5,3
EGY,Egypt,Egypt,Pressures on Biodiversity,4.0,4.451523073425778,1.0166357744108447,10,2
ECU,Ecuador,Ecuador,Pressures on Biodiversity,5.0,5.328448758633564,0.7357119388519157,8,3
DOM,Dominican Republic,Dominican Republic,Pressures on Biodiversity,6.0,5.695767195767195,0.670649269854733,8,4
DMA,Dominica,Dominica,Pressures on Biodiversity,3.0,3.34375,0.7335434121440939,6,3
DJI,Djibouti,Djibouti,Pressures on Biodiversity,3.0,2.808016877637131,0.5635360329869236,5,2
DN1,Denmark,Greenland,Pressures on Biodiversity,1.0,1.0627785620787762,0.4372074392225335,5,1
DN1,Denmark,Denmark,Pressures on Biodiversity,5.0,5.181786154659151,1.055480232796169,10,4
CZE,Czechia,Czechia,Pressures on Biodiversity,7.0,6.768878718535469,0.8372388656569126,8,4
CYN,Northern Cyprus,Northern Cyprus,Pressures on Biodiversity,6.0,5.7174887892376685,0.603434838349932,9,5
CYP,Cyprus,Cyprus,Pressures on Biodiversity,6.0,5.657303370786517,0.9213311864672644,9,4
HRV,Croatia,Croatia,Pressures on Biodiversity,6.0,5.631244522348817,1.2865501679296094,10,4
CIV,Ivory Coast,Ivory Coast,Pressures on Biodiversity,6.0,6.274961820958476,1.1982998086690704,10,3
CRI,Costa Rica,Costa Rica,Pressures on Biodiversity,5.0,5.305792546026044,0.6770187680440687,8,3
COD,Democratic Republic of the Congo,Democratic Republic of the Congo,Pressures on Biodiversity,5.0,4.514321067791797,1.0608049293726178,9,1
COG,Republic of the Congo,Republic of the Congo,Pressures on Biodiversity,3.0,3.920978492407064,1.0243085889328725,6,3
COM,Comoros,Comoros,Pressures on Biodiversity,2.0,2.046153846153846,0.20981817995362853,3,2
COL,Colombia,Colombia,Pressures on Biodiversity,4.0,4.29230737262073,1.1937894467060548,8,3
CH1,China,China,Pressures on Biodiversity,6.0,6.035433304515337,1.1402481128589066,10,2
CH1,China,Macao S.A.R,Pressures on Biodiversity,7.0,7.0,0.0,7,7
CH1,China,Hong Kong S.A.R.,Pressures on Biodiversity,7.0,7.346938775510204,0.5170963044620378,9,7
CHL,Chile,Chile,Pressures on Biodiversity,5.0,4.892615660057521,1.123775765427312,9,2
TCD,Chad,Chad,Pressures on Biodiversity,2.0,2.6560990023290576,1.570265775806376,7,1
CAF,Central African Republic,Central African Republic,Pressures on Biodiversity,3.0,2.9951114142792177,1.7738860079966963,7,1
CPV,Cabo Verde,Cabo Verde,Pressures on Biodiversity,3.0,3.0,0.0,3,3
CAN,Canada,Canada,Pressures on Biodiversity,3.0,4.0633119340140125,1.8923465939882105,10,1
CMR,Cameroon,Cameroon,Pressures on Biodiversity,6.0,5.360853948500026,1.1785298057013918,8,2
KHM,Cambodia,Cambodia,Pressures on Biodiversity,7.0,6.660401002506266,1.6504608119639101,10,2
MMR,Myanmar,Myanmar,Pressures on Biodiversity,6.0,5.614773010725867,1.2611626864271948,8,3
BDI,Burundi,Burundi,Pressures on Biodiversity,5.0,4.885087719298245,0.8023794062683628,7,3
BFA,Burkina Faso,Burkina Faso,Pressures on Biodiversity,5.0,4.975646371976647,0.8372523840995211,8,2
BGR,Bulgaria,Bulgaria,Pressures on Biodiversity,7.0,6.447853463079565,0.7894552078353358,10,4
BRN,Brunei,Brunei,Pressures on Biodiversity,3.0,3.9237288135593222,1.309397452712422,7,3
BRA,Brazil,Brazil,Pressures on Biodiversity,6.0,5.91302027181331,1.0671810569374955,10,2
BWA,Botswana,Botswana,Pressures on Biodiversity,3.0,3.1419774806474314,0.48351140802313614,7,1
BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,Pressures on Biodiversity,5.0,4.626752197671656,1.4171192827929548,7,2
BOL,Bolivia,Bolivia,Pressures on Biodiversity,4.0,4.512651000661098,1.3298123037212595,10,3
BTN,Bhutan,Bhutan,Pressures on Biodiversity,4.0,3.6248230297310053,2.095043962910937,10,1
BEN,Benin,Benin,Pressures on Biodiversity,6.0,6.265220851571827,0.9020316420933334,8,2
BLZ,Belize,Belize,Pressures on Biodiversity,5.0,5.123326959847036,0.436274448086616,7,1
BEL,Belgium,Belgium,Pressures on Biodiversity,7.0,6.761591478696742,0.8528242765330847,10,4
BLR,Belarus,Belarus,Pressures on Biodiversity,6.0,6.35348552792499,0.956534523918994,10,3
BRB,Barbados,Barbados,Pressures on Biodiversity,4.0,4.1875,0.3903123748998999,5,4
BGD,Bangladesh,Bangladesh,Pressures on Biodiversity,5.0,5.6077307466196356,1.7899727796369536,9,4
BHR,Bahrain,Bahrain,Pressures on Biodiversity,3.0,3.3793103448275863,0.5517241379310345,5,3
BHS,The Bahamas,The Bahamas,Pressures on Biodiversity,4.0,5.09190031152648,1.2238402111126891,7,4
AZE,Azerbaijan,Azerbaijan,Pressures on Biodiversity,6.0,5.772288381074992,1.0516733076064761,10,1
AUT,Austria,Austria,Pressures on Biodiversity,5.0,5.560615862336654,0.7066813707564839,8,4
AU1,Australia,Australia,Pressures on Biodiversity,5.0,5.056974479200226,1.6339162259392785,10,3
ARM,Armenia,Armenia,Pressures on Biodiversity,6.0,6.202537593984962,0.63708478184884,7,5
ARG,Argentina,Argentina,Pressures on Biodiversity,5.0,4.981793687665279,0.8823915503792603,10,2
ATG,Antigua and Barbuda,Antigua and Barbuda,Pressures on Biodiversity,3.0,3.75,0.9937303457175896,6,3
AGO,Angola,Angola,Pressures on Biodiversity,4.0,3.7146990846057255,1.8648016677268278,10,1
AND,Andorra,Andorra,Pressures on Biodiversity,7.0,6.9714285714285715,0.16659862556700858,7,6
DZA,Algeria,Algeria,Pressures on Biodiversity,4.0,4.069832380075996,0.7726425688668805,10,1
ALB,Albania,Albania,Pressures on Biodiversity,5.0,5.177257525083612,0.921484670616689,10,3
AFG,Afghanistan,Afghanistan,Pressures on Biodiversity,4.0,3.9916504456510604,1.5721659320145471,8,1
KAS,Kashmir,Siachen Glacier,Pressures on Biodiversity,5.0,4.924242424242424,0.36142001339019886,5,3
NL1,Netherlands,Sint Maarten,Pressures on Biodiversity,2.0,2.0,0.0,2,2
TUV,Tuvalu,Tuvalu,Pressures on Biodiversity,--,--,--,--,--
ZWE,Zimbabwe,Zimbabwe,Regulating & Supporting Services - Enabling,8.0,7.392228658869822,1.0458913288332945,9,5
ZMB,Zambia,Zambia,Regulating & Supporting Services - Enabling,5.0,5.799576612302096,1.2200892785028712,9,3
YEM,Yemen,Yemen,Regulating & Supporting Services - Enabling,10.0,9.25980463624435,0.9559751756479631,10,6
VNM,Vietnam,Vietnam,Regulating & Supporting Services - Enabling,8.0,7.4168486532989215,1.3024838529540452,10,4
VEN,Venezuela,Venezuela,Regulating & Supporting Services - Enabling,5.0,5.680105733203305,1.7517013379818869,10,1
VAT,Vatican,Vatican,Regulating & Supporting Services - Enabling,--,--,--,--,--
VUT,Vanuatu,Vanuatu,Regulating & Supporting Services - Enabling,4.0,3.947674418604651,0.8463180735359811,7,3
UZB,Uzbekistan,Uzbekistan,Regulating & Supporting Services - Enabling,8.0,8.41067719152472,0.8263646047852151,10,5
URY,Uruguay,Uruguay,Regulating & Supporting Services - Enabling,8.0,7.328682611996963,1.3178715825999938,10,5
FSM,Federated States of Micronesia,Federated States of Micronesia,Regulating & Supporting Services - Enabling,5.0,5.1923076923076925,0.39411349099844606,6,5
MHL,Marshall Islands,Marshall Islands,Regulating & Supporting Services - Enabling,4.0,4.0,0.0,4,4
US1,United States of America,United States of America,Regulating & Supporting Services - Enabling,5.0,5.261650319890607,3.1718021064605,10,1
GB1,United Kingdom,Jersey,Regulating & Supporting Services - Enabling,6.0,5.857142857142857,0.8329931278350429,8,5
GB1,United Kingdom,Guernsey,Regulating & Supporting Services - Enabling,5.5,5.5,0.5,6,5
GB1,United Kingdom,Isle of Man,Regulating & Supporting Services - Enabling,5.0,5.181818181818182,0.4231587892051194,7,5
GB1,United Kingdom,United Kingdom,Regulating & Supporting Services - Enabling,6.0,6.63365561380813,2.9370901481175964,10,1
ARE,United Arab Emirates,United Arab Emirates,Regulating & Supporting Services - Enabling,8.0,8.81998325425621,0.9725350915646487,10,6
UKR,Ukraine,Ukraine,Regulating & Supporting Services - Enabling,8.0,7.733837787556796,1.3621057423177316,10,5
UGA,Uganda,Uganda,Regulating & Supporting Services - Enabling,5.0,5.483144963144963,1.0138529113803607,10,5
TKM,Turkmenistan,Turkmenistan,Regulating & Supporting Services - Enabling,8.0,8.768803926948992,0.8621899150883153,10,5
TUR,Turkey,Turkey,Regulating & Supporting Services - Enabling,8.0,8.767555907892554,1.1986495914271644,10,5
TUN,Tunisia,Tunisia,Regulating & Supporting Services - Enabling,10.0,9.465547795267382,0.9578233530034812,10,5
TTO,Trinidad and Tobago,Trinidad and Tobago,Regulating & Supporting Services - Enabling,5.0,5.022935779816514,0.1777189965854176,6,4
TON,Tonga,Tonga,Regulating & Supporting Services - Enabling,5.0,5.0,0.0,5,5
TGO,Togo,Togo,Regulating & Supporting Services - Enabling,8.0,8.158173664900122,0.517381778394107,10,6
TLS,East Timor,East Timor,Regulating & Supporting Services - Enabling,3.0,3.7586206896551726,0.9704308468600199,7,3
THA,Thailand,Thailand,Regulating & Supporting Services - Enabling,6.0,6.87840625805897,1.8535411208929957,10,3
TZA,United Republic of Tanzania,United Republic of Tanzania,Regulating & Supporting Services - Enabling,5.0,4.881339474666999,0.8783105668938599,10,3
TJK,Tajikistan,Tajikistan,Regulating & Supporting Services - Enabling,8.0,6.982645307044567,2.191069906195497,10,3
TWN,Taiwan,Taiwan,Regulating & Supporting Services - Enabling,7.0,7.0306065664997215,0.21272359848008068,9,6
SYR,Syria,Syria,Regulating & Supporting Services - Enabling,10.0,9.62729071668244,0.8163256866348914,10,5
CHE,Switzerland,Switzerland,Regulating & Supporting Services - Enabling,7.0,7.120605732828556,1.2504417654374236,10,5
SWE,Sweden,Sweden,Regulating & Supporting Services - Enabling,5.0,4.384473995991717,1.6417850415689772,10,1
SWZ,eSwatini,eSwatini,Regulating & Supporting Services - Enabling,6.0,6.068926553672316,1.198301755110353,8,5
SUR,Suriname,Suriname,Regulating & Supporting Services - Enabling,5.0,4.878955954323001,0.7571502894840965,7,3
SDS,South Sudan,South Sudan,Regulating & Supporting Services - Enabling,8.0,7.434584712609088,1.1992048162696185,9,5
SDN,Sudan,Sudan,Regulating & Supporting Services - Enabling,8.0,8.158345928584923,0.4246916438643184,10,5
LKA,Sri Lanka,Sri Lanka,Regulating & Supporting Services - Enabling,5.0,5.201919658727338,0.4014325723540293,6,5
ESP,Spain,Spain,Regulating & Supporting Services - Enabling,8.0,8.121026961858833,1.7345834368529467,10,3
KOR,South Korea,South Korea,Regulating & Supporting Services - Enabling,7.0,6.6607711918419374,1.2172269592285176,9,5
ZAF,South Africa,South Africa,Regulating & Supporting Services - Enabling,8.0,8.271313784827298,1.3078496706283809,10,5
SOM,Somalia,Somalia,Regulating & Supporting Services - Enabling,6.0,6.566887879846315,1.5512563384517557,10,5
SOL,Somaliland,Somaliland,Regulating & Supporting Services - Enabling,8.0,7.536116451524307,1.0857875239999666,9,5
SLB,Solomon Islands,Solomon Islands,Regulating & Supporting Services - Enabling,4.0,4.420670897552131,0.6547190462309482,7,3
SVK,Slovakia,Slovakia,Regulating & Supporting Services - Enabling,6.0,7.419625564880568,1.99038630612714,10,5
SVN,Slovenia,Slovenia,Regulating & Supporting Services - Enabling,5.0,5.844104308390023,1.12388233339787,10,5
SGP,Singapore,Singapore,Regulating & Supporting Services - Enabling,8.0,8.0,0.0,8,8
SLE,Sierra Leone,Sierra Leone,Regulating & Supporting Services - Enabling,5.0,5.174124513618677,0.6252094684487696,8,5
SYC,Seychelles,Seychelles,Regulating & Supporting Services - Enabling,4.0,4.0,0.0,4,4
SRB,Republic of Serbia,Republic of Serbia,Regulating & Supporting Services - Enabling,8.0,8.481973434535105,1.4014621990298046,10,5
SEN,Senegal,Senegal,Regulating & Supporting Services - Enabling,8.0,8.536408042712711,0.8757321937621555,10,7
SAU,Saudi Arabia,Saudi Arabia,Regulating & Supporting Services - Enabling,9.0,8.945709263960696,1.0618265769321764,10,5
STP,São Tomé and Principe,São Tomé and Principe,Regulating & Supporting Services - Enabling,5.0,5.0,0.0,5,5
SMR,San Marino,San Marino,Regulating & Supporting Services - Enabling,10.0,10.0,0.0,10,10
